Timestamp,Smoke_Level,Door_Status,Temperature_Level
2022-04-15,8.817685224502647,1,58.548394778812835
2022-06-03,49.381302308357355,1,21.30056623753538
2022-06-04,6.79492025346817,1,16.495151599440437
2022-08-31,5.323672186287452,0,45.53932168281679
2022-10-05,38.15135988667579,1,21.470149792416834
2022-11-13,2.692207834935503,1,64.33440428395073
2022-11-07,23.629666638953154,0,26.44862550445247
2022-05-25,0.39792404723455244,0,13.661529220956195
2022-05-11,3.1695890617909663,1,13.933746602169224
2022-05-18,2.8182589756648277,1,59.06274705909522
2022-12-01,30.878522246587828,1,29.0622798827739
2022-10-21,20.76775799672358,0,48.328694493017984
2022-05-18,33.07296352765283,1,62.66338850648696
2022-05-20,0.4685659668076153,1,21.537249215612746
2022-05-12,0.44571194564826744,1,52.59280171082351
2022-12-30,46.07940238073478,0,21.39589481193364
2022-03-25,0.6350272231205377,1,43.06891579850197
2022-12-25,0.4507818432479537,0,22.119035089256897
2022-11-14,8.778427555177261,1,63.40526358533904
2022-02-11,0.2120062879721053,1,69.28433493357385
2022-10-20,1.9927530828421616,1,58.62677570312359
2022-12-12,30.73597448523256,1,10.789772021769041
2022-12-24,0.67076358271481,0,72.32309067811711
2022-04-22,4.819472914235049,1,16.125534152876558
2022-04-10,6.733505493738482,0,23.714617166673804
2022-04-16,0.24395765294295324,0,19.54317024894168
2022-11-21,22.6404737511274,1,24.915738472939278
2022-05-27,0.048518097110929914,0,20.26370582592772
2022-12-19,1.3996218411243402,0,22.40367203415976
2022-10-12,43.55668742454802,1,62.833048649659936
2022-01-17,0.21293427784145824,1,23.941076080408553
2022-09-26,27.66403931048372,0,25.315903439693443
2022-08-17,0.06253289829942854,1,51.004522454048164
2022-01-11,20.867072777479567,0,26.749149595555767
2022-01-29,36.22983602411305,0,23.33846254580538
2022-10-03,1.9965102750898505,1,21.505877990657677
2022-11-21,31.210212535264976,0,59.071440974902124
2022-01-22,1.5582263319815262,1,65.10388699403912
2022-02-10,2.1153840877605,1,21.89204707820156
2022-03-03,0.6059264847388621,1,23.11006123614682
2022-12-07,6.642922196562264,1,43.238054615201534
2022-03-13,0.35481339819629765,0,66.26530635983626
2022-10-09,0.6942483131657663,1,37.07278950748468
2022-01-11,0.5150304372739755,1,39.35995123758319
2022-12-08,0.01237128372864249,0,64.95953389920398
2022-08-05,20.594799249443646,0,72.24259028560633
2022-01-28,0.77926968331959,0,20.947955644364768
2022-07-24,48.74667699877877,0,21.73822432301412
2022-05-27,1.0786249138245299,0,42.08700747712475
2022-10-22,7.75658074033962,0,58.86729549078571
2022-04-01,9.633368547675698,0,24.796745947263677
2022-02-20,0.047964556626494126,1,25.27640371950743
2022-10-05,7.465155900076254,0,21.28562245645639
2022-12-02,25.064502951213157,0,65.20348688346749
2022-02-20,0.5361654156863672,0,58.57786112336205
2022-06-21,6.830179629990507,1,33.613100164825944
2022-09-11,40.19703341549579,0,32.71743362048147
2022-12-03,31.325146958505698,0,20.94216047181175
2022-04-28,2.886430537916176,0,23.37996549802388
2022-11-27,48.623082178640495,1,62.73726681315202
2022-02-09,47.0454911434805,0,71.9946215249312
2022-12-03,30.621608958707203,1,34.6752866778674
2022-03-27,0.38940456929145784,1,22.97371110496285
2022-06-30,6.180760920341186,1,39.261115026089016
2022-01-17,28.366911831816555,1,66.64846262874656
2022-11-11,39.389305156347,0,71.9203555992951
2022-11-01,0.4929442022892496,0,25.65321945189577
2022-02-11,1.0799894598599327,1,33.30022552261465
2022-09-09,4.480187584164711,1,41.493508994608106
2022-11-14,0.07863817086721125,1,20.19045727187517
2022-12-18,43.18175757054683,0,20.31724028505488
2022-08-20,0.4677028406209901,0,22.15674304604028
2022-02-09,0.9690321932857028,0,20.10261784745074
2022-03-30,21.65078465264391,1,24.83165659613885
2022-03-15,33.69824066425633,0,70.99756075496184
2022-02-27,26.32953477351303,0,39.15388459747954
2022-12-24,28.72924066580507,0,33.978346745825775
2022-07-29,0.5161050407766531,1,12.562429402493535
2022-06-20,8.49977405327025,1,20.886414462904256
2022-10-24,46.90070046392583,1,16.31396667812742
2022-02-21,2.9004290057350346,0,22.404339620177023
2022-12-20,3.97328206225371,1,41.62418663944504
2022-10-21,0.2348791551087659,0,64.96867909511023
2022-04-16,20.687887700888623,1,73.15809974305841
2022-08-26,0.9990942256467529,1,21.97192708043667
2022-04-26,0.5362793410895494,0,22.441776236516535
2022-11-10,23.344986908668673,0,67.37461304720526
