Timestamp,Smoke_Level,Door_Status,Temperature_Level
2021-08-15,29.220467391855728,0,24.1328668343553
2021-06-16,30.94765674287326,1,64.43673296240736
2021-05-19,25.480903109279794,0,63.966959077931214
2021-11-20,0.9642586162681186,0,23.42597235819174
2021-12-15,0.3132198941286699,0,61.381837943839365
2021-01-29,47.11525492145502,0,59.016337196583876
2021-08-06,8.2216632704067,0,22.17405357204795
2021-07-16,3.914543692988482,1,69.04356376203908
2021-09-28,38.032089141661245,1,68.25248605273619
2021-01-11,49.37557370386982,1,22.91204333320714
2021-01-20,22.139617635416535,0,12.440229428157306
2021-10-22,0.8943991649790691,1,73.57638881340581
2021-06-27,46.412496606444485,0,24.322174043999617
2021-11-26,22.3296851604104,0,65.90752150927561
2021-05-08,20.550105747264986,1,23.003601414724518
2021-03-05,48.246121940414774,0,15.743309250134324
2021-08-11,0.06898307243879342,0,61.3280439721965
2021-06-05,8.300605876955755,1,65.21882715909317
2021-10-18,0.2576946237596781,1,74.92896736100195
2021-03-12,0.10484645539448412,1,65.83965106154739
2021-04-04,6.948005957075495,1,60.556182408749955
2021-10-10,9.67623294063435,0,66.97616625326138
2021-06-24,35.09970345903362,1,22.34611052739463
2021-03-01,0.002201380847386858,0,22.077429292756953
2021-05-08,4.1093175278495995,0,20.466498550986508
2021-05-11,27.120705150401896,1,71.47294514144036
2021-05-31,4.609507091260481,0,22.495882475546384
2021-12-08,48.587441332035425,0,20.82514977819828
2021-07-26,21.716537054437527,0,61.73149490040898
2021-09-09,0.8036932616445925,0,10.66932255566379
2021-08-07,0.9015286166184523,0,65.46496243441379
2021-03-27,33.25894447407784,0,43.7638037228321
2021-10-11,0.46305269669659144,0,20.666891983542584
2021-11-13,37.09421494896558,1,20.589581227087994
2021-11-29,0.1010668316469312,1,24.15727084414181
2021-07-21,0.4186043642795769,1,17.894225810595987
2021-07-17,0.13145608045319157,0,71.76526368790302
2021-11-17,25.3222892076455,0,20.727625435652723
2021-11-03,8.601204916200095,1,23.30829695341922
2021-03-11,42.39561853643019,1,70.20634979107031
2021-01-06,3.7519294646052614,0,20.893793588191947
2021-05-25,0.7448359208519575,0,39.41360665111734
2021-02-18,0.019567330138800187,0,47.46673441638851
2021-10-09,27.246337075183366,0,62.849182188081116
2021-05-05,4.920444737968049,1,57.018345288851634
2021-09-15,8.461808512109751,0,20.04459373494089
2021-04-08,8.112487075385255,1,66.35074524124258
2021-11-14,8.084755400927742,0,53.44510752943284
2021-09-28,9.720939605313728,1,29.929447470484583
2021-05-19,39.23171732489174,0,17.682941433008157
