Timestamp,Smoke_Level,Door_Status,Temperature_Level
2023-09-29,35.61427123927979,0,11.466265008975336
2023-09-21,21.10815133414872,0,20.15360104198785
2023-07-09,44.802631545879535,1,51.08787876080911
2023-02-24,0.4001059152202886,0,29.79124575999081
2023-07-14,7.031396056026931,1,62.65747975178569
2023-02-04,30.985916548715984,1,51.02640494622851
2023-02-22,5.408074583993153,0,59.79106937007452
2023-06-19,27.321296851940183,0,17.90916734540638
2023-04-14,9.403798182439038,0,28.040548792267604
2023-11-11,4.300383735011831,1,20.41482656826349
2023-01-13,3.3927424034856144,1,58.83224087381001
2023-07-27,5.337441301865775,1,27.001637307494473
2023-10-31,1.0796751110528673,1,61.633040481348154
2023-09-04,28.355145224215885,0,68.50336276634226
2023-10-07,29.38887130797451,0,21.82295958547497
2023-01-03,45.43378099168076,1,20.149734618512902
2023-01-31,46.84818374170747,1,49.79686542480248
2023-04-16,5.866622767585705,0,61.2881101012491
2023-05-28,8.358484057244267,0,22.806512905736135
2023-07-31,42.76709717901331,0,20.930701144586774
2023-06-03,0.41084105782459257,1,58.00151097381627
2023-07-14,1.696569781807424,1,21.21895489780807
2023-04-28,0.0032922547951859116,1,22.535816751628165
2023-10-11,0.46675346035880694,0,70.48715332694533
2023-01-18,2.49195133391885,1,20.9539413426749
2023-07-10,0.4545117910794374,0,19.94230409000738
2023-07-31,0.13075335931341503,1,24.532250747010263
2023-12-26,44.618793241361786,1,23.528460400906443
2023-12-16,3.2662524404726128,0,20.56395756729724
2023-03-29,7.594556330002929,1,14.01746513321008
2023-09-17,0.8456954563229867,1,23.08962071938091
2023-12-21,24.884726480189766,0,21.771866898009954
2023-11-27,33.63033263022523,0,63.929831735439166
2023-09-19,47.50292654353776,1,21.855844360823063
2023-04-02,0.7717567585903795,0,20.629329722208954
2023-03-13,41.98979811298832,1,22.67992181232714
2023-12-04,28.1781302296919,1,42.6861883024721
2023-11-05,2.0438556757980466,0,20.545772819017944
2023-07-14,0.7560236792315239,0,24.622867994594344
2023-11-15,39.15035116633953,0,73.02915337051054
2023-05-12,29.632355674334125,1,22.253752504023183
2023-12-27,36.84184422303969,1,46.4520167912284
2023-09-20,7.894179608966014,1,68.52647350412981
2023-09-14,34.26943781741442,0,50.931845183776076
2023-10-27,0.830019738612034,0,25.12432568555323
2023-12-19,3.6140092990741133,1,21.18795012352221
2023-04-28,0.263582733783985,0,24.894623906446053
2023-01-21,32.55719351246707,1,27.215312890530654
2023-11-21,3.6542236599761373,1,47.3205376715613
2023-10-22,0.9680887717392448,1,49.36271510911867
2023-01-21,44.05421790056106,0,21.670777593802832
2023-08-16,47.539794292634774,1,58.24198278359755
2023-12-15,31.869605149728176,0,52.78191975600118
2023-12-24,6.61771467101828,0,21.290580678181612
2023-11-17,25.381899792165783,1,22.22985574686035
2023-11-02,0.5190977201758432,0,40.43047926134813
2023-10-20,0.1660058085443008,0,61.669696215249864
2023-05-06,0.328045337350267,0,62.20141900480848
2023-10-25,5.3661432716814055,1,71.84208251037099
2023-01-06,0.7779479139202066,0,24.355756745688844
2023-07-01,7.830487865802774,1,74.10545195930206
2023-03-19,8.327942141345567,0,29.072474463797587
2023-04-12,1.6938701041638198,0,21.229217151621132
2023-07-21,0.39875821384884924,0,26.207170513754207
2023-09-21,3.4212093188332924,1,72.61946863027849
2023-10-18,3.2057231733108447,1,70.42314421243732
2023-09-01,31.351726376364315,1,66.5983986687803
2023-11-10,23.378707271927908,0,24.60889007905236
2023-05-29,9.574645566924511,1,69.41221875503369
2023-12-07,3.549336487549645,0,24.282734389872683
2023-06-18,44.075675379793964,0,22.04854645959238
2023-05-15,0.10379744444074324,1,36.95590397079871
2023-01-09,0.12323856799035016,1,22.337279329262604
2023-06-05,0.04623656654964259,1,17.062212655158888
2023-09-23,46.14709841198543,0,24.743250048135504
2023-04-14,43.57662364074522,1,71.67507753897254
2023-10-03,0.5896337351934875,0,64.86078792574234
2023-01-14,0.44632379086358165,0,20.182308527030596
2023-11-12,35.93851011345413,0,20.383979264394352
